name;localisation;price;area;rooms
3 pokoje w nowoczesnym budynku - od 1 września; Śródmieście;3990;63.6;3.0
oddzielna kuchnia, Gaj, ul. Jabłeczna! Okazja!; Krzyki;2000;39.0;2.0
Stylowe dwupokojowe mieszkanie/Obornicka; Psie Pole;2700;47.61;2.0
3 pokoje/ 63 m2/ Grabiszyńska/blisko parku; Fabryczna;3500;63.0;3.0
Dwupokojowe mieszkanie z ogrodem/Drabika; Krzyki;2700;40.51;2.0
Piękne mieszkanie z ogródkiem 42,63 m2, od 22.08.2; Krzyki;3300;42.63;2.0
Apartament 2 pokoje + miejsce parkingowe w cenie !; dolnośląskie;3000;32.0;2.0
2 pokoje/ 37m2 / wolne od 1.09 / Grabiszyn; Fabryczna;2500;38.0;2.0
Mieszkanie 3 pokojowe 60m2 ul. Balonowa.; Fabryczna;3500;60.0;3.0
wynajmę na dwa miesiące; Śródmieście;2950;27.0;1.0
Faktura 23%Vat ul.Grabiszyńska 204d; Fabryczna;2700;37.0;1.0
Do wynajęcia kawalerka na Pomorskiej; Nadodrze;2000;21.0;1.0
Piękne mieszkanie z dużym tarasem !od 31.08.2022!!; Krzyki;3790;53.01;2.0
Luksusowe 4 pokoje, Nowy Biskupin, Taras, od Zara; Śródmieście;7500;120.0;4.0
ul.Worcella*4pokoje*8 osób*dla grupy*top*; Krzyki;6300;72.3;4.0
Stare Miasto - 2 Pokoje - Balkon - Garaż - Rynek; Stare Miasto;5000;55.0;2.0
Duże mieszkanie z balkonem - Partynice - od zaraz; Krzyki;4800;96.0;3.0
Dwupokojowe mieszkanie, 40 m², ul. Litewska; Psie Pole;2600;40.0;2.0
Apartament 137mkw przy Browarze Wrocławskim; Śródmieście;6900;137.0;4.0
2 pokoje/Grabiszyn/na firmę; Fabryczna;2400;49.0;2.0
3-pok 50 m², ul. Wróbla,ogródek działkowy w cenie; Krzyki;3800;50.0;3.0
2 pokojowe mieszkanie 47 m Wrocław Graniczna; Fabryczna;3000;47.0;2.0
Dwustronne#2xBalkon#GarażPodziemny#DostępneOdZaraz; Krzyki;3500;61.0;3.0
Luksusowe mieszkanie z widokiem na ogrody; Krzyki;3200;43.0;2.0
Apartament w Sky Tower, ul Gwiaździsta 62, parking; Krzyki;5000;52.0;2.0
Mieszkanie na 23%Vat ul.Grabiszyńska 204d; Fabryczna;2700;37.0;1.0
BALKON NAD ODRĄ 2pokoje+oddzielna kuchnia AKTUALNE; Śródmieście;3200;38.0;2.0
Mieszkanie wynajem 1 wrzesień; Krzyki;2500;38.0;2.0
Atrakcyjna kawalerka z balkonem przy Legnickiej.; Stare Miasto;2400;29.5;1.0
Mieszkanie 3-pokojowe, pierwszy najem, dwa ogrody; Krzyki;6000;73.0;3.0
Przedmieście Oławskie/ 2 pok z klimatyzacją; Krzyki;3500;44.36;2.0
Klimatyzowane 2 pokoje w Angel Wings; Krzyki;3000;32.0;2.0
2 Pokoje | Centrum | Od sierpnia; Śródmieście;3000;37.0;2.0
Luksusowy apartament 85m2,3pok, ul.Turniejowa; Krzyki;7000;85.0;3.0
OVO | Italian design | last floor with terrace; Stare Miasto;7500;61.46;2.0
Mieszkanie, 33,47 m², Wrocław; Krzyki;2000;33.47;1.0
Mieszkanie, 31,07 m², Wrocław; Stare Miasto;2200;31.07;2.0
Ulica Sokolnicza_2Pok_Od Zaraz; Stare Miasto;3200;61.0;2.0
Sky Tower apartament na 45. piętrze; Krzyki;15000;100.0;2.0
Kleczkowska 2 pok nowe budownictwo 2 miejsca posto; Psie Pole;3500;52.0;2.0
klima,odmalowane,samodzielne,2Wc,parking,rozkład; Fabryczna;5600;119.0;4.0
3 pokoje z balkonem i garażem / Fabryczna/ Maślice; Fabryczna;3500;65.26;3.0
3-pokojowy apartament 55m2 na Oporowie 1 Najem; Fabryczna;4000;55.0;3.0
Luksusowy apartament 2-poziomowy blisko Parku Płd.; Krzyki;14900;230.0;5.0
Lux Penthouse, Rynek, Centrum, Piękny widok !!!!!!; Stare Miasto;7400;100.0;3.0
Sky Tower 45 piętro najem długoterminowy; Krzyki;15000;106.0;3.0
Mieszkanie, 50 m², Wrocław; Krzyki;2800;50.0;2.0
2pok.mieszkanie dla pary lub singla,Ogrody Hallera; Krzyki;3800;50.0;2.0
Unikatowy Apartament W Centrum Miasta; Stare Miasto;6000;42.64;2.0
Apartament | 4-pokoje | garaż | balkon | Oporów; Fabryczna;6300;98.0;4.0
2 Pokoje | Centrum | Widok na Odrę; Śródmieście;5000;46.0;2.0
Apartament naprzeciwko Galerii Dominikańskiej; Stare Miasto;4800;66.0;2.0
Do wynajęcia nowe 2 pokojowe mieszkanie z garażem; Krzyki;4000;51.0;2.0
2 Pokoje - Garaż-Balkon /Fabryczna /Złotniki; Fabryczna;2700;40.0;2.0
Apartament Krucza Residence; Krzyki;4500;49.0;2.0
Premium! 2 pok.Taras, miejsce post.Blisko Borowska; Krzyki;3300;45.0;2.0
2 pokoje dla pary lub singla - Renoma; Stare Miasto;2600;48.0;2.0
2 pok 38m2 ul.Nowy Świat, Stare Miasto blisko Odry; Stare Miasto;2500;37.66;2.0
M4, parter - idealne pod działalność!; Śródmieście;7000;100.95;4.0
Ładne Mieszkanie Na Partynicach; Krzyki;3800;70.0;3.0
Luksusowe mieszkanie w Odra Tower, 8piętro, taras; Stare Miasto;7000;67.0;3.0
Jasne 4pok, Legnicka, parking, taras; Fabryczna;7000;83.0;4.0
Nowe 3pok.mieszkanie,wysoki standard,Orody Grabisz; Krzyki;4600;73.0;3.0
Mieszkanie 80m2 w rynku; Stare Miasto;4700;80.0;3.0
Mieszkanie TOP LOKALIZACJA ul. Pawłowa 2 pokoje; Stare Miasto;2700;52.0;2.0
Komfortowe mieszkanie na Grabiszynie; Fabryczna;3720;64.0;2.0
Czteropokojowe mieszkanie w świetnej lokalizacji; Fabryczna;4300;65.0;4.0
Mieszkanie z zielonym ogrodem 50m2 OLTASZYN KRZYKI; Krzyki;4900;54.5;2.0
Wynajmę mieszkanie - okolice pl. Bema, Śródmieście; Śródmieście;2700;64.0;2.0
Wynajmę mieszkanie przy ul. Borowskiej; Krzyki;2700;50.0;2.0
Lux/ul.Krakowska/ 2 pokoje + taras! / Klima/ wolne; Krzyki;3500;42.0;2.0
⚜2 Niezależne Pokoje/ Umeblowane/Odświeżone⚜; Stare Miasto;3800;55.0;2.0
Luksusowy apartament w Lokum Vena - ul. Prusa; Śródmieście;3700;47.0;2.0
Wynajmę mieszkanie 2 pokojowe. Wrocław, Krzyki; Krzyki;2800;48.5;2.0
Kawalerka,wysoki standard,Gwiaździsta od 01.09; Krzyki;3000;37.0;1.0
Polecam 3pok.mieszkanie Księcia Witolda z garażem; Stare Miasto;6500;62.0;3.0
Kawalerka przy Legnickiej; Fabryczna;2500;27.0;1.0
Art Deco | Centrum | Wysoki standard; Stare Miasto;7000;48.0;2.0
Centrum, Inowrocławska, Platinum, 2 pokoje; Stare Miasto;4000;60.0;2.0
Apartament w Sky Tower; Krzyki;7500;70.0;2.0
2- pokoje z oddzielną kuchnią. ul. Poleska; Psie Pole;2700;50.0;2.0
3 niezależne pokoje-Angel River, Walońska, wysoki; Stare Miasto;4700;60.0;4.0
Mieszkanie, 47,99 m², Wrocław; Fabryczna;2900;47.99;2.0
Świetne wynajmę! Stan idealny! Wyposażone!; Fabryczna;2900;42.16;2.0
3pok*67m2*Od zaraz*Balzaka*Oporów; Fabryczna;4000;67.0;3.0
Nowe mieszkanie| loggia | centrum |; Nadodrze;3600;56.54;2.0
Premium 2 pokoje + parking Lokum Vena / B.Prusa; Śródmieście;4000;47.0;2.0
Mieszkanie 2 pokojowe na Starym Mieście; Rynek;2500;45.0;2.0
Wyjątkowy apartament z prywatnym tarasem 40m2 w Ce; Fabryczna;15500;150.0;3.0
Dwupokojowe mieszkanie w kamienicy/Grunwaldzka; Śródmieście;3200;91.55;3.0
⚜3 Niezależne Pokoje/ Umeblowane/Odświeżone⚜; Psie Pole;3600;50.0;3.0
Wrocław-Psie Pole- Kawalerka z balkonem okazja; Psie Pole;2000;30.0;1.0
Mieszkanie, 53 m², Wrocław; Psie Pole;2500;53.0;2.0
Prawie Dom, P. Szczytnicki, Wuwa, Parking, Biskupi; Śródmieście;3900;54.0;3.0
Klimatyzowane 3 pokoję z windą, ul Ruska Ua/En; Stare Miasto;4200;56.0;3.0
Do wynajęcia mieszkanie 3-pokojowe ul. Łubinowa; Krzyki;4900;88.0;3.0
Apartament naprzeciwko Galerii Dominikańskiej; Stare Miasto;4800;66.0;2.0
Legnicka, 2 pokoje, wysoki standard, parking; Stare Miasto;4000;52.6;2.0
Piękne mieszkanie z dużym tarasem !od 31.08.2022!; Krzyki;3799;53.0;2.0
Bez kaucji, bez prowizji!; Psie Pole;2700;24.0;1.0
Basen, Siłownia, Park.; Stare Miasto;4500;66.08;2.0
Przy hotelu Hilton,winda,balkon,ogrz.miejskie.; Stare Miasto;2800;65.0;2.0
4 pokoje Centrum/Rynek/od 5.08/Okazjonalny; dolnośląskie;5500;80.0;4.0
Wrocław, Centrum, Mikołaja; Stare Miasto;4000;71.56;3.0
Luksusowy Apartament w Centrum Budynek Ovo; Rynek;7500;75.0;2.0
Nowa kawalerka w ścisłym centrum - Jagiełły; Śródmieście;2400;28.0;1.0
Elegancki, nowoczesny APARTAMENT KĘPA Mieszczańska; Stare Miasto;3600;40.0;2.0
Pilczyce / 3 pok/ Wyposażone/ M-ce park./ 0% prow.; Fabryczna;4500;68.0;3.0
Mieszkanie 3 pokojowe Grabiszynek; Fabryczna;3200;64.0;3.0
Mieszkanie W Świetnej Lokalizacji - Już Dostępne; Śródmieście;3500;38.0;2.0
Nowe mieszkanie w stylu Glamour| 3-pokoje| balkon; Psie Pole;3200;52.0;3.0
Zaciszny apartament z widokiem na park | Dąbie; Śródmieście;7490;74.0;3.0
klimatyzowane 2 pokoję w sercu miasta, z windą; Stare Miasto;3700;50.0;2.0
2-pokojowe / Tanio / Od zaraz; Fabryczna;2500;42.0;2.0
Wysoki standard / Kawalerka / Centrum; Śródmieście;2600;30.0;1.0
Wynajem, 2-pok z balkonami z oddzielną kuchnią; Śródmieście;3500;44.21;2.0
Luksusowy apartament w centrum Wrocławia!; Stare Miasto;7000;103.0;3.0
Mieszkanie/lokal komercyjny obok Rynku; Stare Miasto;2500;45.5;3.0
Oporów , komfortowe, wygodne , mieszkanie willowe; Fabryczna;4700;80.0;4.0
Wyjątkowy apartament nad Odrą ul. Księcia Witolda; Stare Miasto;5000;41.38;2.0
Apartament przy Witolda; Stare Miasto;12000;97.0;4.0
Mieszkanie 3-pok | Loggia | Po Remoncie| Ślężna; Krzyki;4500;60.0;3.0
Inwestycyjne | kwatery pracownicze | Ołbin; Śródmieście;5760;144.0;2.0
Apartament na Starym Mieście we Wrocławiu WYNAJMĘ; Rynek;13000;170.0;4.0
Apartament Sky Tower. Sky is a limit...; Krzyki;10700;103.0;3.0
Apartament z tarasem na 2 miesiące; Stare Miasto;12000;108.0;3.0
Apartamentowiec Ul.Oławska; Stare Miasto;3300;52.0;2.0
okolice ul. Balonowej WINDA/ROZKŁAD/BALKON; Fabryczna;2700;49.7;2.0
Ekskluzywny apartament* Centrum* 57 m2* od 15.09; Stare Miasto;4400;57.0;2.0
Bulwar staromiejski - loft do wynajęcia.; Stare Miasto;3990;38.88;2.0
Stylowa kawalerka w centrum miasta; Stare Miasto;2200;25.0;1.0
Nowe mieszkanie dla pracowników Brochów parking; Krzyki;2700;40.0;1.0
Umeblowane mieszkanie 46m Brochów parking; Krzyki;2500;45.64;2.0
rynek Ratusz MIESZKANIE DO NAJMU/PO REMONCIE; Stare Miasto;4300;53.0;2.0
Nowe mieszkanie dla pracowników Brochów parking; Krzyki;2700;40.0;1.0
Sky Tower - Premium - Miejsce Postojowe + Komórka; Krzyki;10700;103.6;3.0
Eleganckie | 2 pok. | Śródmieście; Śródmieście;4100;38.0;2.0
Przed.Oławskie ul. Krakowska/ 2 pokoje/ Ogród; Krzyki;3600;43.46;2.0
Nowe/2 pokojowe/ Podwyższony standard/ Gazowa; Krzyki;3200;40.0;2.0
6 Pokoi | Krzyki | Osobna Kuchnia; Krzyki;5800;120.0;6.0
2pok / w Rynku / po kapitalnym remoncie / wolne ju; Stare Miasto;4300;52.0;2.0
Mieszkanie przy samym rynku !; Stare Miasto;4300;100.0;2.0
Kawalerka| Stare Miasto| Rynek; dolnośląskie;2500;35.0;1.0
Basen, Siłownia, Park.; Krzyki;4500;66.08;2.0
##Kawalerka##Centrum##Kościuszki/Kniaziewicza##; Śródmieście;2200;36.0;1.0
Wynajmę słoneczne mieszkanie. Rok budowy 2018; Wrocław;2600;29.46;1.0
Just in Center apartament - Wrocław Stare Miasto; Stare Miasto;3800;56.0;2.0
Mieszkanie na Parkowej; Śródmieście;3500;67.0;2.0
Ulica Sokolnicza_2Pok_Od Zaraz; Stare Miasto;3200;60.0;2.0
Legnicka Pixel House dla 2 osób min. 12 mies; Fabryczna;3500;56.0;2.0
Mieszkanie w apartamentowcu we Wrocławiu; Stare Miasto;3500;53.51;2.0
Apartament blisko Rynku - wolne od września!; Rynek;4800;66.0;2.0
##Przepiękny apartament ##Kawalerka 30 m kw##; Krzyki;3000;30.0;1.0
Prestiżowa lokalizacja | 3 pok. z balkonem; Nadodrze;5800;60.0;3.0
Komfortowy apartament w sercu miasta z parkingiem; Stare Miasto;3400;35.0;1.0
Klimatyzowane 2 pokoję ul Ruska; Stare Miasto;3700;56.0;2.0
Połowa willi na Borku; Krzyki;14900;230.0;9.0
Apartament ##38 m kw## Walońska; Krzyki;3500;38.0;2.0
Mikro-apartament, kawalerka 150m od rynku; Stare Miasto;2600;24.0;1.0
Luksusowy lokal mieszkalny przy Pl. Dominikańskim; Stare Miasto;4200;66.3;2.0
Apartament na Borku do wynajęcia.; Krzyki;14900;219.6;5.0
Bardzo wysoki standard - osobna kuchnia - Rynek; Stare Miasto;4000;56.0;2.0
Mieszkanie 4 pokoje /balkon / Fabryczna / Gądów; dolnośląskie;3800;63.0;4.0
*2pok* Nowe Mieszkanie* Śródmieście/ Nadodrze*; Nadodrze;4000;36.0;2.0
Apartament na Starym Mieście we Wrocławiu WYNAJMĘ; Stare Miasto;9000;78.0;3.0
Luksusowe mieszkanie na Kurkowej - 2pok.; Śródmieście;7000;66.0;2.0
Nowe 3-pokoje, Gwiaździsta 14 piętro z widokiem; Krzyki;4000;56.12;3.0
Rozkładowe - Przy Pwr - dla studentów - Centrum; Śródmieście;3100;60.0;3.0
Wrocław, ul. Rzeźbiarska 1, wysoki standard!; Śródmieście;5500;73.0;3.0
2 pok, Stare Miasto, Najem min 1 r.; Stare Miasto;3000;54.0;2.0
Ładne, 2pok, balkon, na Jagodnie; Krzyki;2800;43.0;2.0
M 3pok 74m2 3500Pln Główna Stabłowice; Fabryczna;3500;74.2;3.0
Przestronne mieszkanie w zielonej okolicy; Psie Pole;3000;68.0;3.0
Mieszkanie - Wrocław Stare Miasto; Stare Miasto;5900;53.0;2.0
Piękne mieszkanie, 4-pok, plac Bema, 91m²; Śródmieście;5300;91.0;4.0
DoWynajęcia_PrzytulneMieszkanieZTarasem_Burzowa; Krzyki;3000;40.0;2.0
Przestronny apartament w centrum. Widok na Odrę; Śródmieście;8000;110.0;3.0
Atal Towers narożny taras 12 miesięcy; Stare Miasto;4500;48.0;2.0
Nowoczesna, klimatyczna kawalerka w samym Rynku; Śródmieście;3000;42.0;1.0
Dom obok Parku Grabiszyńskiego | 5 pokoi | Ogród; dolnośląskie;5000;128.0;5.0
Mieszkanie w Willi na Zalesiu; dolnośląskie;7999;118.0;4.0
fv tak,prestiż, atrak.loka, klima,balkon,Ovo; Śródmieście;4500;35.0;1.0
OVO | Premium | TOPOWY widok; Stare Miasto;15000;120.4;3.0
Kawalerka| Oddzielna Kuchnia| Parking| Balzaka; Fabryczna;1750;30.0;1.0
Wynajmę 2-pok, komfort, klima, 46 m2, Krzyki/Ołtas; Krzyki;2600;46.0;2.0
REZERWACJA !!2 pok. w centrum/34 m2/garaż/kom. lok; Krzyki;2900;34.0;2.0
Wynajmę mieszkanie 3 pokojowe; Krzyki;3500;48.0;3.0
Apartament w Justin Center; Rynek;3800;55.0;2.0
5- pokojowy APARTAMENT na Krzykach WYNAJMĘ; Krzyki;12000;181.0;5.0
apartament lux/Centrum/1-szy najem/45mkw/garaż; Śródmieście;3150;44.7;2.0
Trzypokojowe mieszkanie - Rynek; dolnośląskie;3500;37.9;3.0
Do wynajęcia. Gaj, nowe budownictwo.; Krzyki;2400;38.0;2.0
nowe osiedle/ 2 pokoi/krzyki; Krzyki;3400;52.0;2.0
Kawalerka z antresolą przy ulicy Pereca; Fabryczna;2300;28.0;1.0
Dla Singla, komfortowe studio na Nadodrzu.; Nadodrze;2500;33.33;1.0
Super studio z widokiem na Plac Dominikański; Stare Miasto;2500;34.8;1.0
3 Niezależne Sypialnie | Obok Sky Tower; Krzyki;3499;70.0;3.0
Spektakularny Dom Wolnostojący W Spokojnej Okolicy; Fabryczna;11000;280.0;5.0
Apartament 87m2 4pok 2poziomy klimatyzacja Krzyki; Krzyki;5500;87.0;4.0
Mieszkanie, 41 m², Wrocław; Stare Miasto;3500;41.0;2.0
Komfortowe Mieszkanie/balkon/Fabryczna/Spacer3D; Fabryczna;2600;56.1;2.0
4 pokoje | Grunwaldzki | Okazja; Śródmieście;3300;80.0;4.0
Bezpośrednio - Kiełbaśnicza 200 m od Rynku; Rynek;2800;27.0;1.0
Dla pary, 2-pokoje ,klimatyzacja, ul.Niedźwiedzia; Fabryczna;3000;42.0;2.0
Luksusowe 2poz., 4pok. + taras, Krzyki, Przyjaźni,; Krzyki;6750;115.0;4.0
Nowoczesny apartament Kępa Mieszczańska Parking; Śródmieście;2750;39.0;2.0
Mieszkanie 3-pokoje ul.Mosiężna Centrum; Stare Miasto;3200;58.0;3.0
2 pokojowe mieszkanie we Wrocławiu do wynajęcia; Krzyki;2000;52.85;2.0
3 pok.willowe 88m2 Park Grabiszyń. ul.Domeyki; Fabryczna;6000;88.0;3.0
140 mkw do wynajęcia w centrum, (Dworzec Główny).; Krzyki;6300;140.0;4.0
Komfortowe mieszkanie z antresolą ul. J. Kukuczki; Krzyki;3200;72.0;3.0
Nowe mieszkanie *Gaj* Wysoki standard *Garaż* 64m2; Krzyki;4200;64.0;3.0
2 Pokojowe 37 m2 | Lipa Piotrowska | Szałwiowa |; Psie Pole;2500;37.0;2.0
Apartament 3-pok | Parking | Balkon | Tęczowa; Stare Miasto;3000;47.0;3.0
Kukuczki, Gaj - 2 pokoje 50m2 balkon i garaż!; Krzyki;3200;50.0;2.0
Dla pary 2 pokojowe z ogrodem, Olimpia Port; dolnośląskie;3100;45.0;2.0
4 pokoje na Biskupinie, 77 m2, parking w cenie; Śródmieście;3300;77.0;4.0
Apartament W Rezydencji Tumskiej; Stare Miasto;9000;124.0;4.0
Ciche mieszkanie na Hubach (Krzyki); Krzyki;2500;48.0;2.0
mieszkanie do wynajęcia dla pracowników sezonowych; Śródmieście;6000;75.0;5.0
